id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,Month
7412526,Urban Parkside Private Bedroom,1782931,Kate,,West End,49.2912575,-123.1385326,Private room,115,2,18,2018-11-05,0.42,1,0,01-Jan
7415068,The Zen Room,12909023,Tom,,Kitsilano,49.2652308,-123.1670334,Private room,100,30,152,2018-08-31,3.58,2,288,01-Jan
7415854,Modern Garden Retreat Steps to Commercial Drive,8258871,Mel,,Grandview-Woodland,49.26889606,-123.0671817,Entire home/apt,123,3,190,2018-12-23,4.56,1,289,01-Jan
7432239,Little House - Kitsilano Point Grey,38931278,Sheila,,West Point Grey,49.26237505,-123.1873626,Entire home/apt,200,31,47,2018-08-22,1.18,1,273,01-Jan
7436631,Chef's Kitchen,2209708,Annabelle,,Fairview,49.26104396,-123.1150722,Private room,85,1,77,2018-11-17,2.24,1,162,01-Jan
7478857,charming little perch,19844007,Stephanie,,Grandview-Woodland,49.27289908,-123.0627747,Entire home/apt,66,2,183,2019-01-12,4.33,1,276,01-Jan
7481879,5 min to UBC - Private Ensuite in New Home!,39181323,Isabel,,West Point Grey,49.26167956,-123.1870771,Private room,88,3,51,2018-12-30,1.22,3,90,01-Jan
7485529,Gorgeous 2 bd w/ spectacular views,8374150,Jay,,Downtown,49.27855732,-123.1080317,Entire home/apt,179,2,199,2019-01-13,4.74,2,80,01-Jan
7494656,Private Ensuite in Scenic Kits - 5 min to UBC!,39181323,Isabel,,West Point Grey,49.2627777,-123.1866892,Private room,78,3,45,2019-01-04,1.08,3,0,01-Jan
7500160,Garden suite/character house charm,1011792,Alexis & Hilary,,Kensington-Cedar Cottage,49.2484864,-123.0820374,Entire home/apt,92,3,24,2019-01-06,0.57,1,120,01-Jan
7518690,Room Close to Downtown/VGH/BCCH II,573014,Nuha,,South Cambie,49.25010508,-123.1193191,Private room,66,1,45,2018-09-30,1.45,3,332,01-Jan
7519374,Room Close to Downtown/VGH/BCCH III,573014,Nuha,,South Cambie,49.25106594,-123.11951,Private room,66,1,53,2018-12-31,1.26,3,364,01-Jan
7534439,Conveniently located in East Van,18000737,Tasia,,Hastings-Sunrise,49.28073099,-123.0543681,Entire home/apt,76,30,29,2018-03-15,0.72,1,110,01-Jan
7545368,Your Vancouver City Home,22952818,Matthew,,Mount Pleasant,49.26891572,-123.1011199,Entire home/apt,200,30,31,2016-09-05,0.74,1,173,01-Jan
7548858,Tree Tops loft in Mount Pleasant,1339708,Ryan,,Mount Pleasant,49.26606187,-123.0962291,Entire home/apt,195,3,72,2019-01-05,1.71,2,267,01-Jan
7574951,Sunny Kits loft in character home,32169044,Jacqueline,,Kitsilano,49.26764254,-123.1849278,Entire home/apt,58,30,96,2018-08-16,2.28,1,145,01-Jan
7581353,Spacious room in a brand new house on 41st Avenue,36231569,Yu,,Renfrew-Collingwood,49.23339683,-123.0454295,Private room,68,30,37,2018-09-08,0.95,1,288,01-Jan
7583407,Beautiful ground level suite in Character home,8522435,Stephanie,,Mount Pleasant,49.26026096,-123.0794776,Entire home/apt,119,1,123,2018-12-29,3.78,1,215,01-Jan
7596005,238 One Bedroom at the Savoy,600607,Bruce,,Downtown,49.27909861,-123.1192184,Entire home/apt,76,32,2,2018-10-31,0.07,52,55,01-Jan
7622455,Beautiful Luxury Suite 1BR Yaletown,10786635,Nadia,,Downtown,49.27491913,-123.1162102,Entire home/apt,190,2,44,2019-01-06,1.05,1,21,01-Jan
7622690,"Private, Clean 2 bedroom Suite in Burnaby",1407257,Anne,,Killarney,49.20751212,-123.0174299,Entire home/apt,60,60,7,2017-02-14,0.25,1,0,01-Jan
7635114,Luxurious Master Bedroom in Kits,39181323,Isabel,,West Point Grey,49.26081164,-123.1864316,Private room,98,3,36,2019-01-02,0.86,3,365,01-Jan
7639521,Vintage Guest Loft in Converted Warehouse,6723104,Tatiana,,Downtown Eastside,49.28307345,-123.1044217,Entire home/apt,134,1,356,2019-01-13,8.63,1,152,01-Jan
7650719,"Mirror Closet ❤️ 5 Mins Skytrain, Soundblock Walls",25918753,Colin,,Hastings-Sunrise,49.26241324,-123.0341403,Private room,49,1,41,2018-11-04,0.97,15,65,01-Jan
7666084,Luxurious Waterfront 1 Bedroom/Den,40246676,Andreea,,Downtown,49.28754531,-123.1246445,Entire home/apt,220,7,48,2019-01-07,1.15,2,183,01-Jan
7679929,Spacious Suite in Character Home,22825384,Alison,,Mount Pleasant,49.26175406,-123.0854935,Entire home/apt,125,3,81,2018-10-04,1.94,1,247,01-Jan
7696149,Japanese Style One Bedroom Suite,40246737,Grace,,Killarney,49.22034856,-123.0323804,Entire home/apt,188,1,9,2017-12-27,0.48,2,0,01-Jan
7701543,Luxury Downtown+Free Parking+Gym+Pool+Sauna+HotTub,40454619,Alex,,Downtown,49.28095154,-123.1078787,Private room,34,1,174,2018-12-31,4.18,2,287,01-Jan
7715000,Cozy room in South Main bungalow.,40530765,Brigitte,,Riley Park,49.23403755,-123.0985199,Private room,45,31,16,2018-12-22,0.38,2,162,01-Jan
7716459,Townhouse w/ private ROOFTOP PATIO (and parking),40539892,Darelle,,Downtown Eastside,49.28046549,-123.1049147,Entire home/apt,200,2,7,2018-10-07,0.88,1,0,01-Jan
7717732,Cheerful private basement,943730,Sandi,,Kensington-Cedar Cottage,49.2592613,-123.0745164,Private room,70,1,33,2018-10-21,0.79,1,208,01-Jan
7741348,"Bella's Heritage House, City Hall",40689478,Carol-Anne,,Mount Pleasant,49.26015562,-123.1122154,Private room,60,1,170,2019-01-11,4.09,1,93,01-Jan
7742564,Nice Deck 1 block from the Ocean,5754010,Ryan,,Kitsilano,49.27199593,-123.1834225,Private room,48,30,19,2018-08-30,0.5,6,348,01-Jan
7747325,"Bright, Playful and Eclectic Mt Pleasant Loft",39373845,Jenn,,Strathcona,49.26734232,-123.0973967,Entire home/apt,89,2,0,,,1,0,01-Jan
7748307,Stylish Yaletown Condo with Fireplace and Den,406594,Dawn,,Downtown,49.27623232,-123.1167901,Entire home/apt,125,30,5,2018-05-14,0.13,5,17,01-Jan
7749728,Spacious 1 bed/2 bath apt downtown,40739636,Jordan,,Downtown,49.27648762,-123.1268913,Entire home/apt,150,30,2,2016-02-14,0.05,1,0,01-Jan
7760447,109 One bedroom with ENGLISH BAY VIEW,600607,Bruce,,West End,49.27914773,-123.135687,Entire home/apt,74,32,2,2018-08-12,0.05,52,45,01-Jan
7774123,Central Downtown Balcony Suite $54 Free Parking,40895089,Downtown,,Downtown,49.27960134,-123.1242505,Entire home/apt,102,1,110,2018-12-18,2.66,3,292,01-Jan
7774229,"Cozy Condo at Center of Downtown$59, Free Parking",40895089,Downtown,,Downtown,49.27978884,-123.1230496,Entire home/apt,102,1,78,2018-12-30,1.88,3,292,01-Jan
7787115,View Penthouse by the beach in Kits,17937686,Oliver,,Kitsilano,49.26813705,-123.1794359,Entire home/apt,594,7,6,2018-08-18,0.15,1,144,01-Jan
7787346,Even cozier room in SoMa bungalow,40530765,Brigitte,,Riley Park,49.23450165,-123.098282,Private room,38,31,14,2018-11-21,0.34,2,73,01-Jan
7787575,BEACHFRONT,40816668,George,,Kitsilano,49.27224107,-123.1555811,Private room,168,98,9,2016-08-24,0.22,1,365,01-Jan
7788230,New Private Room Near Skytrain (1),40984901,Holly,,Marpole,49.21278136,-123.1117456,Private room,40,31,43,2018-11-19,1.1,6,254,01-Jan
7791163,EZ TRANSIT ★ Parking ★ Super Clean ★ Monthly only,1149778,Norm,,Kensington-Cedar Cottage,49.25100728,-123.0657056,Entire home/apt,60,30,117,2018-11-01,2.92,1,139,01-Jan
7802582,CLEAN Central Downtown/Private room,41069561,Dan,,West End,49.28249998,-123.1251165,Private room,58,30,61,2018-08-28,3.29,5,72,01-Jan
7804061,Cozy and Bright Railtown Sanctuary,14550059,Carmen,,Downtown Eastside,49.28210797,-123.0909463,Entire home/apt,150,2,83,2018-10-27,2.01,1,0,01-Jan
7809522,Room in charming home in Point Grey,10197787,Michael,,West Point Grey,49.26039193,-123.210536,Private room,80,2,18,2018-12-10,1.21,2,358,01-Jan
7819691,Spacious loft next to Granville Is.,41169039,Geneen,,Fairview,49.26782952,-123.1382561,Entire home/apt,199,2,35,2018-11-05,0.84,1,145,01-Jan
7825197,Stunning Studio Garden Suite 15min to downtown PNE,37361797,Maria,,Hastings-Sunrise,49.28370996,-123.0449621,Entire home/apt,69,1,269,2019-01-01,6.46,2,73,01-Jan
7827146,family home in riley park,41215176,Sarah,,Riley Park,49.24652092,-123.0973836,Entire home/apt,295,5,12,2018-08-20,0.4,1,22,01-Jan
7828002,Cambie Village Gem! Vancouver 3bdrm,39733740,Lindsay,,Mount Pleasant,49.2574581,-123.1111487,Entire home/apt,345,30,42,2018-08-17,1.02,1,30,01-Jan
7838721,Open Concept Gastown Studio,15077998,Mandi,,Downtown,49.28025796,-123.1061482,Entire home/apt,149,2,72,2018-12-23,2.03,1,66,01-Jan
7854218,Kits Point Garden Suite - Hot Tub - Steps fr Beach,22313196,Joanne,,Kitsilano,49.27381362,-123.1498932,Entire home/apt,249,30,32,2018-09-05,0.79,1,270,01-Jan
7858563,New Private Room Near Skytrain (2),40984901,Holly,,Marpole,49.21317676,-123.1124239,Private room,40,31,54,2018-08-14,1.35,6,338,01-Jan
7858932,Private Room+Bath near skytrain(3),40984901,Holly,,Marpole,49.21184304,-123.113512,Private room,52,31,47,2018-12-22,1.33,6,327,01-Jan
7860202,Private Room+Bath near skytrain(4),40984901,Holly,,Marpole,49.21133449,-123.1119746,Private room,52,31,47,2018-11-03,1.18,6,278,01-Jan
7860338,New Room+ Bath Near Skytrain (5),40984901,Holly,,Marpole,49.2130309,-123.1119534,Private room,50,31,28,2018-12-22,0.7,6,342,01-Jan
7860380,New Private 2 BR+Bath near Skytrain,40984901,Holly,,Marpole,49.21304304,-123.1121892,Entire home/apt,149,31,99,2018-07-12,2.55,6,357,01-Jan
7875222,Bright Studio Granville & Broadway,6764427,Amir,,Fairview,49.2610787,-123.1312868,Entire home/apt,115,3,82,2019-01-06,1.98,1,148,01-Jan
7880497,Character home in central location,41539646,Graham,,Mount Pleasant,49.26133571,-123.0830186,Entire home/apt,150,3,22,2018-08-23,0.53,1,213,01-Jan
7886727,Bright Queen Room near transit & amenities,7409631,Rhonda,,Arbutus Ridge,49.25678819,-123.1693376,Private room,54,30,65,2018-05-17,1.59,2,63,01-Jan
7917938,2 Bedroom Penthouse,41746903,Coleen,,Downtown,49.2777232,-123.116868,Entire home/apt,145,30,1,2018-08-31,0.22,1,363,01-Jan
7921570,CleanModern 2BD/2BA Yaletown,5424214,Michelle,,Downtown,49.27858496,-123.1200885,Entire home/apt,265,30,34,2018-10-08,0.85,1,364,01-Jan
7931005,"Nice apartment, middle of Vancouver",15907077,Daniel,,Mount Pleasant,49.26360541,-123.0907058,Entire home/apt,110,90,19,2018-08-16,0.51,1,0,01-Jan
7936342,This Penthouse has it all!,10385583,Elizabeth,,Downtown Eastside,49.27894444,-123.0998901,Entire home/apt,196,28,22,2018-09-30,0.58,1,189,01-Jan
7940465,Pear Tree Cottage,41877315,"Tasha,Darren,Maryam&Justin",,Grandview-Woodland,49.27213714,-123.0660914,Entire home/apt,100,30,65,2017-08-31,1.69,1,37,01-Jan
7972205,New house - #2 CENTRAL VANCOUVER,42068304,Mary And Adrian,,Kensington-Cedar Cottage,49.25051124,-123.0709397,Private room,48,30,30,2018-09-05,0.73,7,289,01-Jan
7985106,Private Luxury,4484250,Karen,,Kitsilano,49.26607568,-123.1789647,Entire home/apt,188,3,26,2018-04-14,0.68,9,75,01-Jan
7986252,Gorgeous new townhouse with 2 King Size beds,10844593,Daniel & Sara,,Sunset,49.23280478,-123.0937818,Entire home/apt,249,4,9,2018-09-11,0.22,2,0,01-Jan
7988085,Central VANCOUVER - Large queen bed #3,42068304,Mary And Adrian,,Kensington-Cedar Cottage,49.2521927,-123.0708422,Private room,53,30,30,2018-09-17,0.73,7,363,01-Jan
7989551,Comfy Chic 2 Bedroom,21783759,Viviena,,Downtown,49.2745304,-123.1156023,Entire home/apt,150,30,18,2018-12-06,0.49,8,263,01-Jan
7997635,Historic Cedar Cottage Hideaway,20535222,Katy,,Kensington-Cedar Cottage,49.24945563,-123.0746717,Private room,69,2,101,2018-12-21,2.45,2,180,01-Jan
8013926,Lush Oasis In The Heart Of Gas town,19846624,Jenny,,Downtown Eastside,49.28347788,-123.107569,Entire home/apt,186,180,111,2018-05-01,2.93,1,0,01-Jan
8014842,Private suite in Collingwood area,7249196,David,,Killarney,49.23259569,-123.0369875,Entire home/apt,72,2,95,2018-11-30,2.31,1,66,01-Jan
8017360,Bright cozy home by beach and DT,42335303,ParisIan,,West End,49.28448568,-123.1317052,Entire home/apt,70,30,0,,,1,0,01-Jan
8017515,Bright Quiet Room with Private Bath,2156807,Mal & Norm,,Shaughnessy,49.24979695,-123.1434645,Private room,81,1,253,2019-01-09,6.16,1,59,01-Jan
8044893,Central Vancouver - Big queen bed new house,42068304,Mary And Adrian,,Kensington-Cedar Cottage,49.25023646,-123.0711683,Private room,53,30,3,2016-11-05,0.07,7,338,01-Jan
8047959,Spectacular views close to all!,19666634,Sven,,Downtown Eastside,49.27759024,-123.0989142,Private room,105,2,54,2018-10-08,1.32,1,90,01-Jan
8167795,Spacious Studio West End Downtown Stanley Park,129426,Reid And Carolyn,,West End,49.29230392,-123.1394784,Entire home/apt,60,30,1,2018-06-05,0.13,1,62,01-Jan
8168862,Commercial Drive Getaway,5020384,David,,Grandview-Woodland,49.27710579,-123.0663728,Private room,122,1,1,2018-08-16,0.2,1,0,01-Jan
8172576,New Listing Central Vancouver,43131237,Carolyn,,Mount Pleasant,49.25971707,-123.106691,Entire home/apt,265,5,24,2018-09-05,0.76,1,365,01-Jan
8187304,"Large, bright & beautiful!",4980352,Aimee,,Kensington-Cedar Cottage,49.24284987,-123.072953,Private room,45,2,50,2018-09-02,1.62,1,0,01-Jan
8210512,Beautiful 2 bedroom house in Vancouver,43294549,Kerry,,Riley Park,49.25190356,-123.098895,Entire home/apt,105,3,2,2018-10-28,0.39,1,10,01-Jan
8210871,Luxury 2 bedroom condo in yaletown,43296846,Tracy,,Downtown,49.27518614,-123.1132415,Entire home/apt,149,30,11,2018-08-28,0.49,1,89,01-Jan
8210879,Beautiful Kits Heritage Home,7021457,Leila,,Kitsilano,49.2693115,-123.1851849,Entire home/apt,226,6,1,2017-08-20,0.06,2,0,01-Jan
8211076,Sound Block Basement ❤️ Shower Panel & Apple TV,25918753,Colin,,Hastings-Sunrise,49.26298131,-123.0348407,Entire home/apt,50,1,110,2019-01-02,2.75,15,84,01-Jan
8251876,"Cedar Cottage/Kensignton Area
East Vancouver",10810507,Crystal,,Kensington-Cedar Cottage,49.25218398,-123.078519,Entire home/apt,98,2,57,2018-12-22,1.55,1,0,01-Jan
8252104,Carmo Place - Your Cozy Suite,43518117,Andrew And Connie,,Kensington-Cedar Cottage,49.26205745,-123.0587737,Entire home/apt,100,2,148,2018-12-30,3.77,1,171,01-Jan
8254293,Heart of Downtown Vancouver,43528879,Fei,,Downtown,49.27974164,-123.1188751,Entire home/apt,180,60,61,2018-01-02,1.49,1,83,01-Jan
8292123,Designer Apartment with Ocean Views,3092935,Brad,,West End,49.28240403,-123.1353582,Entire home/apt,119,31,83,2019-01-07,2.06,12,164,01-Jan
8295134,Bright and Cozy 3 BD suite,43720434,Sue,,Renfrew-Collingwood,49.25687867,-123.0364699,Entire home/apt,119,2,131,2019-01-02,3.22,1,120,01-Jan
8295272,Bedroom Suite In New House (a),43739291,Lan,,Renfrew-Collingwood,49.25810314,-123.0343615,Private room,36,31,33,2018-12-23,0.83,1,303,01-Jan
8309560,Ocean View Downtown Condo+balcony $2380/Month,40895089,Downtown,,Downtown,49.28929164,-123.1253471,Entire home/apt,118,30,65,2016-10-25,1.61,3,261,01-Jan
8312703,Downtown Townhouse w/Huge Roof Deck,9862171,John,,Downtown,49.27866407,-123.10991,Entire home/apt,103,365,0,,,2,213,01-Jan
8312912,"Private suite with 2 beds, kitchen & private bath",36998798,Allan,,Sunset,49.21808787,-123.0975777,Private room,90,1,60,2019-01-01,1.5,1,0,01-Jan
8326592,Modern 2 bdrm + 1 parking,43894094,Sam,,Downtown Eastside,49.27869556,-123.1004375,Entire home/apt,150,4,146,2019-01-06,3.64,1,286,01-Jan
8356680,Modern Studio Apartment,44048197,Johnny,,Downtown Eastside,49.27705054,-123.094269,Entire home/apt,60,2,220,2019-01-13,6.22,1,123,01-Jan
8367651,Lovely home near fun Commercial Drive,44102160,Chelsea,,Grandview-Woodland,49.27158874,-123.0730047,Entire home/apt,68,3,47,2018-03-15,1.17,1,199,01-Jan
8369226,Private Loft in the Cedars...,40538295,Aimee,,Dunbar Southlands,49.23302094,-123.1835804,Entire home/apt,100,2,118,2019-01-05,3.19,1,59,01-Jan
8371276,2 Bdrm Yaletown Apt - Ocean View,44119876,Tristan & Donna & Darrell,,Downtown,49.27305978,-123.1266024,Entire home/apt,325,4,66,2018-11-25,1.67,1,99,01-Jan
8371411,Executive Studio Apartment,3092935,Brad,,West End,49.28049409,-123.1362375,Entire home/apt,89,31,52,2018-10-31,1.29,12,200,01-Jan
8389008,Bright 2bed &2bath! Walk2 the Beach,930612,Melanie,,Downtown,49.27625295,-123.1340452,Entire home/apt,168,1,143,2018-12-26,3.54,3,107,01-Jan
8402583,Private Room Beautiful Garden Suite,44266561,Nathan,,Mount Pleasant,49.25841783,-123.1107772,Private room,54,2,27,2018-10-06,0.71,4,73,01-Jan
8418389,Newly Renovated Dt Studio with View,12392209,Troy,,Downtown,49.28013283,-123.1258015,Entire home/apt,85,30,186,2018-10-08,4.91,1,223,01-Jan
8423376,East Vancouver Character house,44361928,Nicholas,,Grandview-Woodland,49.26511921,-123.0661443,Entire home/apt,125,3,3,2017-10-18,0.07,1,0,01-Jan
8434517,Large 1 bedroom with balcony and free parking,10634725,Janine,,Mount Pleasant,49.26170172,-123.0819804,Entire home/apt,85,2,72,2018-12-30,2.07,1,7,01-Jan
8470134,Modern downtown one-bedroom condo,44605546,Joseph,,Downtown,49.27903883,-123.1090216,Entire home/apt,110,31,25,2018-08-31,0.63,1,0,01-Jan
8534255,Basement Suite in East Vancouver-30 Day Minimum,41743021,Tim,,Mount Pleasant,49.25704922,-123.0820483,Entire home/apt,65,30,50,2019-01-06,1.62,1,62,01-Jan
8534867,Cute 1 bed in the heart of downtown,25858452,Joel,,Downtown,49.2763568,-123.1262302,Entire home/apt,119,30,0,,,1,12,01-Jan
8541289,Stylish Executive Condo,537767,Jorge,,Downtown,49.27888409,-123.1250481,Entire home/apt,110,3,40,2018-12-20,1.11,1,68,01-Jan
8549961,Private MasterBedroom in a Downtown Character Home,34549274,Kiyoshi,,Downtown,49.27699723,-123.1255248,Private room,80,2,52,2019-01-03,1.66,2,365,01-Jan
8556170,Cozy quiet getaway in fantastic location,7747754,Stamatis,,Kensington-Cedar Cottage,49.26179144,-123.0741363,Private room,50,2,21,2018-08-25,1.75,1,0,01-Jan
8558227,Mountain View 2 Bedroom Suite,20958875,Jennifer And Kildare,,Mount Pleasant,49.25968205,-123.0856333,Entire home/apt,110,14,41,2018-10-07,1.05,1,13,01-Jan
8558636,Private Suite at Cambie Village,1639970,Christine,,Riley Park,49.25576366,-123.1116785,Entire home/apt,80,31,23,2018-11-27,0.59,1,273,01-Jan
8564672,Calming 1-bdrm Condo,7547807,Melanie,,Downtown,49.2778141,-123.1190169,Entire home/apt,141,30,8,2018-06-13,0.2,2,363,01-Jan
8568940,Family friendly modern house near Renfrew Skytrain,44972806,Nancy,,Hastings-Sunrise,49.26235843,-123.0420959,Entire home/apt,248,2,156,2019-01-06,3.91,1,322,01-Jan
8571883,Spacious Sunny South Room in East Vancouver,44869724,Jennifer,,Renfrew-Collingwood,49.2587264,-123.0554274,Private room,42,5,11,2018-07-31,0.28,4,347,01-Jan
8614158,The hotel feel in a private home..,45315202,Jackee,,Downtown Eastside,49.27896512,-123.0892265,Private room,74,1,234,2019-01-05,6.05,1,355,01-Jan
8616836,"Bright boutique studio, Mt Pleasant",29308677,Allison & Steve,,Riley Park,49.24754401,-123.0904472,Entire home/apt,65,6,6,2018-11-13,0.16,1,0,01-Jan
8647934,Updated Character Home in Heart of Kitsilano,40724263,Robyn,,Kitsilano,49.26052213,-123.1789765,Entire home/apt,625,3,7,2018-08-06,0.23,1,57,01-Jan
8648704,Room with amazing view to the Northshore mountains,21227054,Inge,,Downtown Eastside,49.27930486,-123.1003009,Private room,70,2,129,2018-12-28,4.12,2,155,01-Jan
8655852,Private suite/Hastings and Cassiar,45483175,Ed And Carla,,Hastings-Sunrise,49.27880269,-123.0300552,Entire home/apt,125,3,87,2018-10-02,2.41,1,365,01-Jan
8672239,Vancouver Green Garden Oasis,45552609,Greg  Duifhuis,,Sunset,49.22792699,-123.0984514,Entire home/apt,168,3,59,2018-11-25,1.53,1,75,01-Jan
8685139,Bright & sunny room with mini gym,22467358,Yashu,,Kensington-Cedar Cottage,49.25229759,-123.0835494,Private room,64,1,45,2019-01-05,1.31,1,90,01-Jan
8697713,Spacious retreat in the heart of Kitsilano,45662818,Marnie,,Kitsilano,49.26584085,-123.170033,Private room,90,3,3,2018-10-15,0.51,2,0,01-Jan
8721425,Quiet Bedroom in Super Location,45774764,Carol,,Riley Park,49.2510802,-123.1101004,Private room,65,2,50,2019-01-06,1.27,1,207,01-Jan
8743634,Mt Pleasant - Large 2 Bedroom Suite,25391127,Hilary,,Mount Pleasant,49.26153651,-123.0898351,Entire home/apt,107,2,163,2018-08-24,4.39,1,1,01-Jan
8758387,Convenient Fabulous 1 Bedroom Suite,45929065,Ada,,Fairview,49.26506282,-123.131445,Entire home/apt,138,30,17,2017-05-22,0.45,3,183,01-Jan
8763381,Large & Bright Guest Room with Sitting area,44869724,Jennifer,,Renfrew-Collingwood,49.25878457,-123.0553782,Private room,64,5,46,2018-12-09,1.23,4,348,01-Jan
8784213,Secluded Garden Suite by Trout Lake,35326156,Delaney,,Kensington-Cedar Cottage,49.25079495,-123.062026,Entire home/apt,110,5,30,2018-10-13,0.76,1,150,01-Jan
8801413,Tranquil West bedroom,44869724,Jennifer,,Renfrew-Collingwood,49.25874868,-123.0546003,Private room,52,2,23,2018-12-30,0.7,4,258,01-Jan
8802669,Welcoming and spacious hidden gem near skytrain,18699423,Serena,,Renfrew-Collingwood,49.23944186,-123.052232,Private room,60,3,77,2019-01-06,2.02,1,172,01-Jan
8868498,Mount Pleasant Makespace,205273,Thyrza,,Mount Pleasant,49.26268164,-123.0911558,Entire home/apt,150,1,35,2018-12-04,1.07,1,84,01-Jan
8871507,Vancouver with central access to all areas.,25048648,Ben,,Hastings-Sunrise,49.27969735,-123.0382475,Private room,70,1,55,2018-10-03,1.8,1,365,01-Jan
8877654,City Centre Heritage House Parkside,17219914,Kathryn,,Downtown Eastside,49.2782215,-123.0875825,Private room,58,1,388,2018-12-28,9.96,5,279,01-Jan
8900687,Trendy apt in trendy neighborhood,4204424,Bryce,,Downtown Eastside,49.28064195,-123.0998583,Entire home/apt,80,90,5,2017-11-19,0.17,1,323,01-Jan
8935357,Quiet Garden Retreat on Main Street,46473646,Mary,,Sunset,49.21922266,-123.1032139,Entire home/apt,85,90,22,2018-08-18,0.67,1,15,01-Jan
8941830,STUDIO English Bay. Great Location! Free Parking!,14988946,Alex,,West End,49.28250442,-123.135227,Entire home/apt,58,30,170,2018-09-17,4.47,1,0,01-Jan
8953034,Spacious and Beautiful Mount Pleasant Apartment,9608363,Elena,,Mount Pleasant,49.26655999,-123.0977759,Entire home/apt,165,2,3,2018-10-06,0.47,1,0,01-Jan
8990835,Luxury Condo at Metropolitan Towers,9058379,Lucas,,Downtown,49.27744182,-123.120102,Private room,77,1,200,2018-12-15,5.09,2,303,01-Jan
9014534,BEAUTIFUL SHAUNGHNESSY MANSION,4042017,Balfour,,Shaughnessy,49.25259785,-123.1297268,Private room,76,3,17,2018-10-21,0.59,5,0,01-Jan
9016662,New furnished room in Spain house !(Female only),47080508,高文,,Hastings-Sunrise,49.27411645,-123.0514323,Private room,68,186,0,,,2,363,01-Jan
9046022,Downtown Living -  2 Bedroom with Parking (E2),23977001,Emma,,Downtown,49.28067893,-123.1233474,Entire home/apt,141,30,23,2018-11-10,0.71,10,230,01-Jan
9074376,4 Bedroom House in central Vancouver,28017156,Juliette,,Kensington-Cedar Cottage,49.24698736,-123.0812519,Entire home/apt,275,5,2,2018-09-02,0.12,1,0,01-Jan
9093233,City Centre Quiet Heritage House,17219914,Kathryn,,Downtown Eastside,49.27724057,-123.0883875,Private room,58,1,357,2018-12-29,9.15,5,250,01-Jan
9188482,Kitsilano off Broadway,3842332,Lynn,,Kitsilano,49.26280673,-123.1748537,Entire home/apt,249,31,96,2018-08-29,2.57,4,0,01-Jan
9189054,Kitsilano off Broadway Rooftop,3842332,Lynn,,Kitsilano,49.26420902,-123.174682,Entire home/apt,230,31,111,2018-08-09,2.91,4,0,01-Jan
9198515,The Entire 3 Bedroom House Minutes from Downtown,16746695,Teresa,,Mount Pleasant,49.26073359,-123.0933215,Entire home/apt,475,3,19,2019-01-06,0.74,1,7,01-Jan
9201061,A Super Cozy Bedroom House Unit,47789746,Ann W,,Victoria-Fraserview,49.21929268,-123.0762906,Entire home/apt,38,180,2,2017-05-27,0.09,1,89,01-Jan
9237061,Kits Beach Apt - One block from Beach,4484250,Karen,,Kitsilano,49.27138891,-123.1601953,Entire home/apt,171,30,17,2018-06-25,0.53,9,167,01-Jan
9245019,"Heart of downtown,Cozy,Modern",9269498,Coleen Mary,,Downtown,49.28040773,-123.1256267,Entire home/apt,175,2,134,2019-01-06,3.49,1,75,01-Jan
9259030,Private Comfort & Amazing Views,9093699,Mike & Steph,,Hastings-Sunrise,49.28936037,-123.0518634,Entire home/apt,74,2,244,2019-01-07,6.29,1,70,01-Jan
9282867,Yaletown Warehouse Loft,6015416,Jodie & Ulla,,Downtown,49.27471241,-123.1234439,Entire home/apt,105,30,14,2018-08-10,0.48,1,0,01-Jan
9283223,Amazing 2 Bedroom Downtown,21188578,Laura,,Downtown,49.27805117,-123.1167761,Entire home/apt,220,30,29,2018-10-14,0.79,1,122,01-Jan
9300021,City Centre Heritage Garden Suite,17219914,Kathryn,,Downtown Eastside,49.27802501,-123.0890614,Entire home/apt,131,30,245,2018-10-01,7.1,5,105,01-Jan
9310267,Trimble Beach Cottage Non Smoking INCLUDES 2 Bikes,48328313,Elizabeth,,West Point Grey,49.27040633,-123.2050197,Entire home/apt,107,1,180,2019-01-13,5.08,1,9,01-Jan
9315705,Kitsilano 1 bedroom 1.5 bath near the beach.,17432096,Jack,,Kitsilano,49.26736162,-123.1664205,Entire home/apt,149,1,3,2018-11-23,0.29,2,176,01-Jan
9317149,Clean & Bright Private Room D/T,7318504,Jennifer,,Downtown,49.27555849,-123.124004,Private room,81,31,78,2018-09-19,2.25,1,78,01-Jan
9319614,Female only - long term until December,48372635,Rosa,,Kensington-Cedar Cottage,49.25710047,-123.0741323,Private room,60,30,7,2018-08-21,1.14,1,0,01-Jan
9320461,Garden suite in the heart of Kitsilano!,45662818,Marnie,,Kitsilano,49.26764966,-123.1675447,Private room,80,3,15,2018-09-30,0.61,2,0,01-Jan
9348626,Minimalist Architecture Home with City Views- Walk to Beach,39477066,Brent,,Kitsilano,49.27176354,-123.1846508,Entire home/apt,1000,3,3,2018-08-01,0.17,1,181,01-Jan
9371774,Ultra Convenient Downtown Location,48625275,Missy,,Downtown,49.27777042,-123.1234653,Private room,82,30,22,2017-10-10,0.59,1,364,01-Jan
